Product Title,Price,Product Condition,Quantity,Shipping Info,Import Charges,Delivery Info,Returns Info
New For Lenovo ThinkPad T440P LCD Back Cover Screen Case 04X5423 AP0SQ0001 USA,US $22.99,NewNew,6 available / 4 sold,"US $48.56 eBay International Shipping. See detailsfor shippingLocated in: Diamond Bar, California, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
2 Pack Tempered Glass Screen Protector For Amazon/ Samsung/ Surface/ iPad/Lenovo,US $6.99,NewNew,More than 10 available / 217 sold,"US $25.67 eBay International Shipping. See detailsfor shippingLocated in: Brooklyn, New York, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Tue, Aug 29 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
Lenovo Ideapad MIIX 700 Touch Screen Digitizer PCB Logic Board Replacement Part-,EUR 29.00,UsedUsed“In good condition. Original part taken from a working tablet.”,N/A,EUR 7.99 (approx US $8.71) Spedizione internazionale standard. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: Riga, Latvia","Estimated between Mon, Jul 17 and Fri, Aug 4 to 11511 Delivery time is estimated using our proprietary method which is based on the buyer's proximity to the item location, the shipping service selected, the seller's shipping history, and other factors. Delivery times may vary, especially during peak periods. Please note the delivery estimate is greater than 8 business days.Please allow additional time if international delivery is subject to customs processing.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"NEW 15.6"" FHD IPS DISPLAY SCREEN MATTE FOR IBM LENOVO THINKBOOK 15-IIL TYPE 20SM",GBP 63.63,NewNew,More than 10 available / 1 sold,GBP 21.95 (approx US $27.85) Standard Shipping. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: Ipswich, United Kingdom","Estimated between Fri, Jul 14 and Fri, Jul 28 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 7 business days.Please allow additional time if international delivery is subject to customs processing.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"NEW 15.6"" FHD TN DISPLAY SCREEN PANEL AG FOR LENOVO THINKBOOK 15-IIL TYPE 20SM",GBP 57.63,Open boxOpen box“PLEASE NOTE: These parts will come with up to 5 dead pixels. Once fitted these do not impact the use ”... Read moreabout condition,More than 10 available,GBP 21.95 (approx US $27.85) Standard Shipping. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: Ipswich, United Kingdom","Estimated between Fri, Jul 14 and Fri, Jul 28 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 7 business days.Please allow additional time if international delivery is subject to customs processing.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
New Lenovo IBM ThinkPad T460s Screen Surround LCD Bezel Frame Sticker B,GBP 12.00,NewNew,6 available,"GBP 15.95 (approx US $20.24) Expedited Shipping to Egypt via eBay's Global Shipping ProgramThis amount includes seller specified domestic shipping charges as well as applicable international shipping, handling, and other fees. This amount is subject to change until you make payment. For additional information, see the Global Shipping Program terms and conditions. See detailsfor shippingLocated in: Harrow, Middlesex, United Kingdom","Est. £14.20 Amount confirmed at checkoutThis amount includes applicable customs duties, taxes, brokerage and other fees. This amount is subject to change until you make payment. For additional information, see the Global Shipping Program terms and conditions","Estimated between Tue, Jul 18 and Fri, Jul 21 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Includes international tracking",30 days returns. Buyer pays for return shipping. See details- for more information about returns
15.6 Sm eDP LCD Screen for Lenovo B50-30 B50-45 B50-70 Laptop 1366X768 Display,US $62.99/ea,NewNew,More than 10 available,"US $49.32 eBay International Shipping. See detailsfor shippingLocated in: Texas, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"LENOVO THINKPAD YOGA 11E CHROMEBOOK GEN4 11.6"" HD IPS LED LCD ASSEMBLY 01HW906",US $18.89/ea,NewNew,More than 10 available / 30 sold,"US $48.48 eBay International Shipping. See detailsfor shippingLocated in: Cleveland, Ohio, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"IBM-Lenovo IDEAPAD 310 80SM 15ISK Series 15.6"" LED LCD Screen eDP 30PIN",US $53.34,NewNew,More than 10 available / 2 sold,"US $60.52 eBay International Shipping. See detailsfor shippingLocated in: Plano, Texas, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"15.6"" Slim WXGA HD EDP LED LCD Screen 30 Pin for Lenovo Ideapad 310-15ISK 80SM",US $56.98/ea,NewNew,More than 10 available / 11 sold,"US $49.20 eBay International Shipping. See detailsfor shippingLocated in: Dallas, Texas, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
5D10K90419 Lenovo 310-15isk AUO B156XTN07.0 HD LCD Screen LED 1366 X 768,US $53.34/ea,NewNew,More than 10 available / 11 sold,"US $49.14 eBay International Shipping. See detailsfor shippingLocated in: Dallas, Texas, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
01HW946 COVER FRU LCD COVER SMALL wigig,US $14.99/ea,Open boxOpen box,10 available,US $63.05 USPS Priority Mail InternationalTM. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: Houston, Texas, United States","Estimated between Fri, Jul 21 and Fri, Aug 18 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 11 business days.Seller ships within 1 day after receiving cleared payment.Please allow additional time if international delivery is subject to customs processing.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
2 PCS Tempered Screen Protector For Amazon Fire / iPad /Samsung/Lenovo Tablet,US $7.76,NewNew,More than 10 available / 146 sold,"US $25.69 eBay International Shipping. See detailsfor shippingLocated in: Brooklyn, New York, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Tue, Aug 29 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"Lenovo IdeaPad 310-15ISK type 80SM 15.6"" FHDT LED TN glossy display screen panel",GBP 82.83,NewNew,More than 10 available,GBP 21.95 (approx US $27.85) Standard Shipping. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: Ipswich, United Kingdom","Estimated between Fri, Jul 14 and Fri, Jul 28 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 7 business days.Please allow additional time if international delivery is subject to customs processing.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"15.6"" Sm eDP LCD Screen Lenovo B50-30 B50-45 B50-70 Laptop 1366X768 Display",US $68.39,NewNew,More than 10 available / 6 sold,"US $26.84 eBay International Shipping. See detailsfor shippingLocated in: Union City, New Jersey, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Fri, Aug 11 and Thu, Aug 31 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 26 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
Genuine Lenovo T470s Series Laptop LCD Screen Bezel Frame 01ER096 SM10H22107,AU $59.90,NewNew,2 available,AU $15.00 (approx US $10.03) Australia Post International Standard. See detailsfor shipping,"International shipment of items may be subject to customs processing and additional charges.International shipping - items may be subject to customs processing depending on the item's customs value. Sellers declare the item's customs value and must comply with customs declaration laws. As the buyer, you should be aware of possible:• Delays from customs inspection.• Import duties and taxes which buyers must pay.• Brokerage fees payable at the point of delivery. Your country's customs office can offer more details, or visit eBay's page on international trade.Located in: BELMORE, New South Wales, Australia","Estimated between Thu, Jul 20 and Thu, Aug 10 to 11511 Delivery time is estimated using our proprietary method which is based on the buyer's proximity to the item location, the shipping service selected, the seller's shipping history, and other factors. Delivery times may vary, especially during peak periods. Please note the delivery estimate is greater than 10 business days.Please allow additional time if international delivery is subject to customs processing.",Seller does not accept returns. See details- for more information about returns
2PCS Tempered Glass Screen Protector for iPad/MacBook/Amazon Fire/Samsung Tablet,US $6.49,NewNew,More than 10 available / 176 sold,"US $25.66 eBay International Shipping. See detailsfor shippingLocated in: Brooklyn, New York, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Tue, Aug 29 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
15.6 1366x768 HD eDP LED LCD Screen for Lenovo Ideapad 310-15ISK 80SM007MCF,US $62.99/ea,NewNew,More than 10 available / 6 sold,"US $26.74 eBay International Shipping. See detailsfor shippingLocated in: Dallas, Texas, United States",This item may be subject to import charges and taxes on delivery,"Estimated between Thu, Aug 10 and Wed, Aug 30 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Please note the delivery estimate is greater than 25 business days.Seller ships within 1 day after receiving cleared payment.",30 days returns. Buyer pays for return shipping. See details- for more information about returns
"14"" SM LCD Screen Lenovo Ideapad U400 U410 U450 U450P U460 U460S Y470 Y470P Y480",GBP 39.75,NewNew,More than 10 available / 6 sold,"GBP 25.93 (approx US $32.90) Expedited Shipping to Egypt via eBay's Global Shipping ProgramThis amount includes seller specified domestic shipping charges as well as applicable international shipping, handling, and other fees. This amount is subject to change until you make payment. For additional information, see the Global Shipping Program terms and conditions. See detailsfor shippingLocated in: Cardiff, United Kingdom","Est. £19.49 Amount confirmed at checkoutThis amount includes applicable customs duties, taxes, brokerage and other fees. This amount is subject to change until you make payment. For additional information, see the Global Shipping Program terms and conditions","Estimated between Mon, Jul 17 and Thu, Jul 20 to 11511Estimated delivery dates - opens in a new window or tab include seller's handling time, origin ZIP Code, destination ZIP Code and time of acceptance and will depend on shipping service selected and receipt of cleared paymentcleared payment - opens in a new window or tab. Delivery times may vary, especially during peak periods.Includes international tracking",30 days returns. Buyer pays for return shipping. See details- for more information about returns
